"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"buy_sell_price";"gross_profitability"
"Alquiler de Piso en plaza Preciosa, 2";"San Miguel";1100;1;2;0;"Intermedios";3;130;"Segunda mano/buen estado";1;0;1;0;1;1;"san miguel";NA;205124;6.43513192020436
"Alquiler de Piso en San Andrés-San Antolín";"san andrés-san antolín";700;1;1;0;"Intermedios";3;100;"Segunda mano/buen estado";1;0;0;1;1;0;"san andres-san antolin";NA;94170;8.92003822873527
"Alquiler de Piso en calle Carlos Marín Menú, 1";"Centro";500;1;2;0;"Intermedios";4;100;"Segunda mano/buen estado";1;1;1;0;0;1;"centro";NA;198517;3.02241117889148
"Alquiler de Piso en avenida Francisco Jiménez Ruiz";"Juan Carlos I";650;1;1;1;"Intermedios";1;50;"Segunda mano/buen estado";1;0;0;1;0;1;"juan carlos i";NA;67950;11.4790286975717
"Alquiler de Piso en calle honda";"Casco Antiguo";760;1;1;0;"Intermedios";2;85;"Segunda mano/buen estado";0;0;0;0;0;1;"casco antiguo";NA;78196;11.6630006649957
"Alquiler de Piso en calle Enrique Villar, 6";"San Lorenzo";1000;1;2;0;"Ultimos_pisos";3;100;"Segunda mano/buen estado";1;0;0;0;0;1;"san lorenzo";NA;236253;5.07930058031009
"Alquiler de Piso en Juan de la Cueva, 9";"San Ginés-Virgen de la Caridad";1200;1;1;0;"Ultimos_pisos";4;72;"Segunda mano/buen estado";0;0;0;0;0;0;"san gines-virgen de la caridad";NA;134991;10.6673778251883
"Alquiler de Piso en carretera de la Manga del Mar Menor, 13";"Playa del Galán";590;1;1;0;"Primero";1;50;"Segunda mano/buen estado";1;1;0;1;0;1;"playa del galan";NA;97621;7.25253787607175
"Alquiler de Piso en Urbanización Collados Zieschang, 63 a";"Los Collados-Los Geráneos";525;0;2;0;"Intermedios";2;60;"Segunda mano/buen estado";1;1;1;1;0;0;"los collados-los geraneos";NA;147606;4.26811918214707
"Alquiler de Piso en calle Pablo Iglesias, 7";"La Ñora";850;0;1;1;"Intermedios";3;114;"Segunda mano/buen estado";1;1;1;1;0;1;"la nora";NA;124703;8.17943433598229
"Alquiler de Piso en avenida Gran Vía de la Manga, 9";"Playa de las Gaviotas-El Pedrucho";600;1;1;0;"Otro";1;60;"Segunda mano/buen estado";1;0;1;0;1;0;"playa de las gaviotas-el pedrucho";NA;109040;6.6030814380044
"Alquiler de Piso en Urb. Jardín del Mar, 55";"Playa de las Gaviotas-El Pedrucho";500;1;1;0;"Intermedios";2;70;"Segunda mano/buen estado";0;1;0;0;0;0;"playa de las gaviotas-el pedrucho";NA;76555;7.83750244921951
"Alquiler de Ático en calle Crucero Baleares, 2";"Los Cuarteros";1300;1;1;0;"Intermedios";2;65;"Segunda mano/buen estado";1;1;0;0;0;1;"los cuarteros";NA;109523;14.2435835395305
"Alquiler de Piso en los angeles s/n";"La Ñora";650;1;1;0;"Primero";2;80;"Segunda mano/buen estado";1;0;0;1;1;1;"la nora";NA;107968;7.2243627741553
"Alquiler de Piso en calle Depósito de Agua, 2";"Cabo de Palos";700;1;1;1;"Intermedios";2;90;"Segunda mano/buen estado";1;1;0;1;1;1;"cabo de palos";NA;114769;7.31904956913452
"Alquiler de Piso en calle Salvador Dalí, 19";"Calabardina-Cope";570;0;1;0;"Intermedios";3;75;"Segunda mano/buen estado";1;1;0;0;0;1;"calabardina-cope";NA;112116;6.10082414641978
"Alquiler de Piso en calle Abenarabi, 2";"Vista Alegre";1200;1;2;0;"Ultimos_pisos";4;130;"Segunda mano/buen estado";1;1;1;1;1;1;"vista alegre";NA;277407;5.19092885183142
"Alquiler de Piso en urbanización Marina Sol, 205";"Playa de las Gaviotas-El Pedrucho";550;1;1;0;"Intermedios";1;45;"Segunda mano/buen estado";1;1;0;1;0;0;"playa de las gaviotas-el pedrucho";NA;71865;9.18388645376748
"Alquiler de Piso en calle Cantil, 1";"Roda";650;1;2;0;"Primero";2;75;"Segunda mano/buen estado";1;1;0;1;0;1;"roda";NA;166426;4.68676769254804
"Alquiler de Piso en alto de las Atalayas s/n";"Cabezo de Torres";800;1;2;1;"Intermedios";3;115;"Segunda mano/buen estado";1;0;1;1;0;1;"cabezo de torres";NA;169049;5.67882684902011
"Alquiler de Piso en paseo de Garay, 1";"San Juan";800;1;2;0;"Bajo";3;95;"Segunda mano/buen estado";1;0;0;0;0;0;"san juan";NA;141492;6.78483589178187
"Alquiler de Piso en calle Marquesa, 4";"Santa Catalina-San Bartolomé";850;1;1;0;"Primero";2;100;"Segunda mano/buen estado";1;0;0;0;1;1;"santa catalina-san bartolome";NA;131950;7.73020083364911
"Alquiler de Piso en calle Parque de Doñana, 57";"Bahía";1000;1;1;0;"Intermedios";2;70;"Segunda mano/buen estado";1;1;0;1;0;1;"bahia";NA;95629;12.5484947034895
"Alquiler de Piso en calle de la Feria, 8";"Los Alcázares";1450;0;1;0;"Intermedios";2;58;"Segunda mano/buen estado";0;0;0;0;0;1;"los alcazares";"Los Alcázares";63989;27.1921736548469
"Alquiler de Piso en paseo Delicias, 19";"Santa Lucía";750;1;2;0;"Intermedios";3;90;"Segunda mano/buen estado";1;0;1;1;0;1;"santa lucia";NA;160482;5.60810558193442
"Alquiler de Chalet adosado en calle Alaska, 1";"El Mojón-Las Salinas";470;0;1;0;"Primero";2;60;"Segunda mano/buen estado";1;1;0;0;1;1;"el mojon-las salinas";NA;128716;4.38173964386712
"Alquiler de Dúplex en Urbanización Bahía Cálida, 1";"Playa de las Gaviotas-El Pedrucho";900;0;2;0;"Bajo";2;78;"Segunda mano/buen estado";1;1;1;0;0;0;"playa de las gaviotas-el pedrucho";NA;159951;6.75206782077011
"Alquiler de Piso en plaza Puerto Bello, 1 Km";"Entremares";700;0;1;0;"Intermedios";2;51;"Segunda mano/buen estado";1;1;0;1;0;1;"puerto";NA;84650;9.92321323095097
"Alquiler de Piso en Gran Vía de la Manga, 10 C";"Playa del Galán";850;1;1;0;"Ultimos_pisos";1;45;"Segunda mano/buen estado";1;0;1;0;0;0;"playa del galan";NA;155948;6.540641752379
"Alquiler de Estudio en calle Pintor Dalmau, 66";"Los Narejos-Punta Calera";850;0;1;1;"Bajo";0;90;"Segunda mano/buen estado";1;1;0;1;1;1;"los narejos-punta calera";NA;96886;10.5278368391718
"Alquiler de Piso en Barrio Ur Playa Grande, 361";"Playa Grande-Castellar";450;0;1;0;"Primero";2;60;"Segunda mano/buen estado";1;1;1;0;1;1;"playa grande-castellar";NA;142998;3.776276591281
"Alquiler de Piso en calle Bailén, 5";"San Pedro del Pinatar";600;1;1;0;"Primero";2;75;"Segunda mano/buen estado";1;0;0;1;1;1;"san pedro del pinatar";"San Pedro del Pinatar";105951;6.79559418976697
"Alquiler de Piso en calle Grecia, 22";"San Ginés-Virgen de la Caridad";750;0;1;0;"Intermedios";3;80;"Segunda mano/buen estado";1;0;0;0;0;1;"san gines-virgen de la caridad";NA;97916;9.19155194248131
"Alquiler de Piso en carretera Manga, 12";"Playa del Galán";800;1;1;0;"Ultimos_pisos";2;80;"Segunda mano/buen estado";1;1;0;0;1;1;"playa del galan";NA;198273;4.84180902089543
"Alquiler de Piso en calle Madrid, 1";"Santa Eulalia";900;1;2;0;"Primero";2;110;"Segunda mano/buen estado";1;0;0;0;1;1;"santa eulalia";NA;192833;5.60070112480748
"Alquiler de Piso en Gran Vía de la Manga, 37";"Playa del Esparto-Veneziola";750;1;1;0;"Intermedios";1;52;"Segunda mano/buen estado";1;1;0;1;0;0;"playa del esparto-veneziola";NA;74689;12.0499671973115
"Alquiler de Piso en calle Cornamusa, 9";"Los Narejos-Punta Calera";550;0;1;1;"Primero";3;70;"Segunda mano/buen estado";1;0;1;1;0;0;"los narejos-punta calera";NA;90856;7.26424231751343
"Alquiler de Piso en San Ginés-Virgen de la Caridad";"san ginés-virgen de la caridad";840;1;2;0;"Primero";4;120;"Segunda mano/buen estado";1;1;1;0;1;0;"san gines-virgen de la caridad";NA;219303;4.596380350474
"Alquiler de Piso en calle Corbalán, 9";"El Carmen";750;1;1;0;"Intermedios";2;85;"Segunda mano/buen estado";1;0;1;0;0;1;"el carmen";NA;115658;7.78156288367428
"Alquiler de Chalet pareado en calle Murcia, 15";"Jerónimo y Avileses";850;0;2;1;"Muchas_plantas";2;77;"Segunda mano/buen estado";1;1;1;1;1;0;"jeronimo y avileses";"Region from Substring Match";188437;5.41294968610199
"Alquiler de Casa o chalet independiente en calle Méndez Núñez, 86";"Los Cuarteros";500;0;1;1;"Primero";2;150;"Segunda mano/buen estado";1;1;1;0;1;1;"los cuarteros";NA;177793;3.37471104036717
"Alquiler de Piso en Rm23. Signature Golf, 8";"Condado de Alhama";600;0;1;0;"Bajo";3;120;"Segunda mano/buen estado";1;1;0;1;0;1;"condado de alhama";NA;103532;6.95437159525557
"Alquiler de Piso en Gran Vía de la Manga, 23";"Playa del Esparto-Veneziola";500;1;1;0;"Ultimos_pisos";1;50;"Segunda mano/buen estado";0;1;1;0;0;0;"playa del esparto-veneziola";NA;151004;3.97340467802177
"Alquiler de Chalet pareado en plaza Mar de Alborán, 32";"Bahía";1500;0;3;1;"Muchas_plantas";4;173;"Segunda mano/buen estado";1;1;1;0;0;1;"bahia";NA;302890;5.94275149394169
"Alquiler de Piso en Puerto Latino Fase 2 s/n";"Playa de las Gaviotas-El Pedrucho";600;0;1;0;"Bajo";1;70;"Segunda mano/buen estado";1;1;0;0;1;1;"playa de las gaviotas-el pedrucho";NA;108119;6.65932907259594
"Alquiler de Piso en calle Gran Pez, 2";"San Andrés-San Antolín";900;1;2;1;"Intermedios";2;110;"Segunda mano/buen estado";1;0;0;1;1;1;"san andres-san antolin";NA;163469;6.60675724449284
"Alquiler de Chalet adosado en calle Boja Blanca, 9";"Sangonera la Verde";675;0;2;0;"Primero";2;70;"Segunda mano/buen estado";1;1;1;1;0;1;"sangonera la verde";"Region from Substring Match";175379;4.6185689278648
"Alquiler de Piso en San Diego-Los Ángeles-San Cristóbal";"Lorca";900;1;2;0;"Intermedios";4;121;"Segunda mano/buen estado";1;0;0;1;1;0;"san cristobal";NA;161362;6.69302561941473
"Alquiler de Dúplex en calle r, 20 dplex";"Playa de las Gaviotas-El Pedrucho";700;0;2;0;"Bajo";2;80;"Segunda mano/buen estado";1;1;1;0;0;0;"playa de las gaviotas-el pedrucho";NA;160758;5.22524539991789
"Alquiler de Piso en calle Papa Juan Pablo II, 1";"Las Delicias";900;1;2;0;"Intermedios";3;115;"Segunda mano/buen estado";1;0;0;0;0;1;"las delicias";NA;172199;6.27181342516507
"Alquiler de Piso en avenida del Mar, 26";"Roda";900;1;2;0;"Primero";2;90;"Segunda mano/buen estado";1;1;1;1;0;1;"roda";NA;186762;5.78276094708774
"Alquiler de Piso en Baños y Mendigo";"baños y mendigo";660;1;2;0;"Primero";2;100;"Segunda mano/buen estado";1;1;1;0;1;1;"banos y mendigo";NA;219299;3.61150757641394
"Alquiler de Piso en Gran Vía de la Manga, 17";"Playa del Esparto-Veneziola";750;1;1;0;"Intermedios";1;50;"Segunda mano/buen estado";1;1;0;1;0;1;"playa del esparto-veneziola";NA;85689;10.5030984140321
"Alquiler de Piso en calle González Ballesta, 2 n";"Puerto";900;1;1;0;"Intermedios";2;63;"Segunda mano/buen estado";1;0;1;0;0;1;"puerto";NA;106781;10.1141588859441
"Alquiler de Piso en avenida de Murcia, 6";"Ensanche";790;1;2;0;"Ultimos_pisos";4;110;"Segunda mano/buen estado";1;0;1;0;0;0;"ensanche";"Region from Substring Match";244634;3.87517679472191
"Alquiler de Piso en calle Sierra del Almirez, 8 Polgonojkm";"Playa del Esparto-Veneziola";800;1;2;0;"Intermedios";2;100;"Segunda mano/buen estado";1;1;1;0;1;1;"playa del esparto-veneziola";NA;207367;4.62947334918285
"Alquiler de Piso en puerta Nueva, 15";"San Lorenzo";750;1;1;0;"Primero";1;60;"Segunda mano/buen estado";1;0;0;0;0;1;"san lorenzo";NA;101349;8.88020602077968
"Alquiler de Chalet pareado en avenida Radio Baliza Oscar, 31";"Los Narejos-Punta Calera";700;0;2;0;"Muchas_plantas";3;90;"Segunda mano/para reformar";1;1;1;0;0;0;"los narejos-punta calera";NA;175721;4.78030514281162
"Alquiler de Piso en calle g, 5 C";"Playa del Esparto-Veneziola";700;1;1;0;"Ultimos_pisos";2;75;"Segunda mano/buen estado";1;1;0;1;0;0;"playa del esparto-veneziola";NA;155947;5.38644539490981
"Alquiler de Piso en calle fuensanta, 1";"Guadalupe";750;0;1;0;"Intermedios";3;115;"Segunda mano/buen estado";1;0;0;0;0;1;"guadalupe";NA;112038;8.03298880736893
"Alquiler de Piso en Urbanización Jardín del Mar, 8";"Playa de las Gaviotas-El Pedrucho";500;1;1;0;"Primero";2;85;"Segunda mano/buen estado";1;0;0;0;0;1;"playa de las gaviotas-el pedrucho";NA;113307;5.29534803674972
"Alquiler de Piso en San Miguel";"san miguel";700;1;1;0;"Ultimos_pisos";1;45;"Segunda mano/buen estado";1;0;0;0;1;1;"san miguel";NA;166062;5.05835169996748
"Alquiler de Chalet adosado en calle Río Taibilla, 16";"Bahía";850;0;2;0;"Muchas_plantas";2;100;"Segunda mano/buen estado";1;1;1;0;0;1;"bahia";NA;214366;4.75821725460194
"Alquiler de Piso en calle Espliego, 48";"Golf Resort";650;1;1;0;"Primero";1;75;"Segunda mano/buen estado";1;0;1;1;0;1;"pliego";"Pliego";105773;7.37428266192696
"Alquiler de Piso en avenida Levante, 52 f";"La Azohía";700;0;1;0;"Otro";2;140;"Segunda mano/buen estado";1;1;1;0;1;1;"la azohia";NA;167903;5.00288857256869
"Alquiler de Piso en calle Mar Tirreno, 90";"Bahía";450;1;1;0;"Bajo";2;65;"Segunda mano/buen estado";0;1;0;1;1;1;"bahia";NA;72192;7.48005319148936
"Alquiler de Piso en calle Virgen de la Caridad, 86";"Santiago de la Ribera";430;0;1;0;"Intermedios";1;50;"Segunda mano/buen estado";1;0;1;0;0;1;"santiago de la ribera";NA;96353;5.3553080858925
"Alquiler de Chalet adosado en avenida Poeta Vicente Medina, 9";"La Ñora";900;0;3;1;"Muchas_plantas";4;140;"Segunda mano/buen estado";1;1;1;1;0;1;"la nora";NA;273662;3.94647411770724
"Alquiler de Piso en Los Collados, 43 Parcela 43";"Los Collados-Los Geráneos";480;0;2;0;"Bajo";2;70;"Segunda mano/buen estado";1;1;0;1;1;1;"los collados-los geraneos";NA;150925;3.81646513168792
"Alquiler de Piso en carretera Fuensanta, 15";"Santiago el Mayor";750;1;2;0;"Primero";2;100;"Segunda mano/buen estado";1;1;0;1;1;1;"santiago el mayor";NA;189105;4.75926072816689
"Alquiler de Estudio en calle Hinojo, 1";"Archena";500;1;1;0;"Primero";0;55;"Segunda mano/buen estado";1;1;0;1;1;1;"archena";"Archena";110359;5.43680171078027
"Alquiler de Chalet pareado en calle Pintor Camilo Pissarro, 18";"Los Narejos-Punta Calera";800;0;2;1;"Muchas_plantas";3;145;"Segunda mano/buen estado";0;1;1;1;1;1;"los narejos-punta calera";NA;206372;4.65179384800264
"Alquiler de Dúplex en calle Alcorcón, 15";"Santiago de la Ribera";600;0;2;0;"Bajo";3;90;"Segunda mano/buen estado";1;1;1;0;0;1;"santiago de la ribera";NA;178469;4.03431408255775
"Alquiler de Piso en calle Solana, 4";"Islas Menores-Mar de Cristal";695;1;1;0;"Primero";3;100;"Segunda mano/buen estado";1;1;0;0;1;0;"islas menores-mar de cristal";NA;138232;6.03333526245732
"Alquiler de Piso en calle Lope de Vega, 8";"Centro";650;1;1;0;"Primero";3;80;"Segunda mano/buen estado";1;0;1;1;1;1;"centro";NA;124121;6.28419042708325
"Alquiler de Piso en Santa María de Gracia";"santa maría de gracia";1400;1;2;1;"Intermedios";3;155;"Segunda mano/buen estado";1;0;0;1;1;1;"santa maria de gracia";NA;183497;9.15546303209317
"Alquiler de Piso en Pozo Estrecho";"pozo estrecho";350;0;1;0;"Bajo";1;40;"Segunda mano/buen estado";0;1;0;0;1;0;"pozo estrecho";NA;61028;6.88208691092613
"Alquiler de Casa o chalet independiente en Urbanización Playasol 1, 1";"Bolnuevo";1300;0;1;0;"Primero";2;100;"Segunda mano/buen estado";1;1;0;0;1;1;"bolnuevo";NA;144856;10.7693157342464
"Alquiler de Piso en Cobatillas";"cobatillas";650;0;2;1;"Primero";3;110;"Segunda mano/buen estado";0;0;0;1;1;0;"cobatillas";NA;138972;5.612641395389
"Alquiler de Piso en calle gongora, 34";"Islas Menores-Mar de Cristal";650;1;1;0;"Intermedios";2;60;"Segunda mano/buen estado";1;1;0;1;1;1;"islas menores-mar de cristal";NA;104184;7.48675420410044
"Alquiler de Piso en calle Floridablanca, 28";"El Palmar";600;1;2;1;"Intermedios";4;90;"Segunda mano/buen estado";1;0;1;1;0;1;"el palmar";"Region from Substring Match";160831;4.47674888547606
"Alquiler de Piso en calle Bahia Calida, 1";"Playa de las Gaviotas-El Pedrucho";500;0;1;0;"Intermedios";2;78;"Segunda mano/buen estado";1;1;0;1;0;0;"playa de las gaviotas-el pedrucho";NA;83738;7.16520576082543
"Alquiler de Piso en calle Isla del Carmen, 14";"Isla Plana-Los Puertos";650;0;1;0;"Primero";2;71;"Segunda mano/buen estado";0;1;0;0;0;0;"el carmen";NA;85578;9.11449204234733
"Alquiler de Chalet pareado en avenida D. José Alarcón Palacios, 154";"Bahía";700;0;1;0;"Primero";3;130;"Segunda mano/buen estado";1;1;0;1;1;0;"bahia";NA;131113;6.40668736128378
"Alquiler de Piso en calle Sierra del Almirez, 17";"Playa del Esparto-Veneziola";650;1;2;0;"Ultimos_pisos";3;90;"Segunda mano/buen estado";1;1;0;1;1;0;"playa del esparto-veneziola";NA;233308;3.34322012104171
"Alquiler de Casa o chalet independiente en calle buero Vallejo, 10";"Los Narejos-Punta Calera";1200;0;2;0;"Primero";3;100;"Segunda mano/buen estado";0;1;0;0;1;0;"los narejos-punta calera";NA;168588;8.54153320521034
"Alquiler de Dúplex en San Miguel";"san miguel";850;0;3;0;"Bajo";4;155;"Segunda mano/buen estado";1;0;1;1;1;1;"san miguel";NA;243876;4.18245337794617
"Alquiler de Piso en calle Francisco Cascales, 8";"Los Alcázares";600;1;1;0;"Primero";2;60;"Segunda mano/buen estado";1;0;1;0;0;0;"los alcazares";"Los Alcázares";105696;6.81198910081744
"Alquiler de Piso en Edificio Cancun, 1";"Playa del Galán";1200;0;1;0;"Primero";2;65;"Segunda mano/buen estado";1;1;0;1;0;0;"playa del galan";NA;90425;15.9247995576445
"Alquiler de Piso en paseo Alfonso XIII, 46";"Ensanche";800;1;2;0;"Intermedios";3;150;"Segunda mano/buen estado";1;0;0;1;1;1;"ensanche";NA;183000;5.24590163934426
"Alquiler de Chalet adosado en calle Caminos Cruzados, 42";"Playa Sol";450;0;2;0;"Primero";3;95;"Segunda mano/buen estado";1;1;0;0;1;1;"playa sol";NA;201557;2.67914287273575
"Alquiler de Chalet pareado en Guadalupe";"guadalupe";1250;0;2;0;"Primero";4;134;"Segunda mano/buen estado";1;0;0;0;0;1;"guadalupe";NA;190355;7.88001365869034
"Alquiler de Ático en avenida Premios Principe Asturias, 290";"Roldán";650;1;1;0;"Intermedios";2;72;"Segunda mano/buen estado";1;1;1;1;0;1;"roldan";NA;110719;7.04486131558269
"Alquiler de Piso en calle Era, 5";"Puerto";750;1;1;0;"Intermedios";2;70;"Segunda mano/buen estado";0;1;0;0;0;0;"puerto";NA;76555;11.7562536738293
"Alquiler de Piso en calle Menéndez y Pelayo, 4";"Casco Antiguo";768;1;1;0;"Intermedios";3;85;"Segunda mano/buen estado";0;0;1;0;0;0;"casco antiguo";NA;82542;11.1652249763757
"Alquiler de Casa o chalet independiente en calle Almagro, 4";"Calabardina-Cope";750;0;2;1;"Primero";3;130;"Segunda mano/buen estado";1;1;0;1;1;1;"calabardina-cope";NA;198247;4.53979127048581
"Alquiler de Casa o chalet independiente en El Palmar";"el palmar";650;0;1;0;"Primero";2;115;"Segunda mano/buen estado";0;1;0;0;1;0;"el palmar";NA;115923;6.72860433218602
"Alquiler de Ático en calle Castillo de Aledo, 7";"Altorreal-El Chorrico";1150;1;2;0;"Intermedios";2;130;"Segunda mano/buen estado";1;1;0;1;1;1;"altorreal-el chorrico";"Region from Substring Match";189278;7.29086317480109
"Alquiler de Piso en avenida del Castellar, 172";"Playa Grande-Castellar";500;1;1;0;"Intermedios";2;58;"Segunda mano/buen estado";1;1;0;0;1;1;"playa grande-castellar";NA;119289;5.02980157432789
"Alquiler de Chalet pareado en calle Pintor Miguel Ángel, 5";"Los Narejos-Punta Calera";750;0;2;1;"Primero";3;100;"Segunda mano/buen estado";1;1;0;1;1;0;"los narejos-punta calera";NA;174335;5.16247454613245
"Alquiler de Chalet adosado en El Mojón-Las Salinas";"San Pedro del Pinatar";750;0;1;0;"Muchas_plantas";2;70;"Segunda mano/buen estado";1;0;0;0;1;1;"san pedro del pinatar";"San Pedro del Pinatar";127503;7.05865744335427
"Alquiler de Piso en Gran Vía de la Manga, 44";"Playa de las Gaviotas-El Pedrucho";1500;1;2;0;"Ultimos_pisos";3;120;"Segunda mano/buen estado";1;1;0;1;0;0;"playa de las gaviotas-el pedrucho";NA;232823;7.73119494208046
"Alquiler de Piso en Luna, 14";"Santiago el Mayor";600;1;1;0;"Bajo";2;70;"Segunda mano/buen estado";1;1;0;0;0;0;"santiago el mayor";NA;88904;8.09862323405021
"Alquiler de Piso en calle Acropolis, 31";"Juan de Borbón";850;1;2;0;"Intermedios";3;113;"Segunda mano/buen estado";1;1;0;1;1;1;"juan de borbon";NA;184288;5.53481507206112
"Alquiler de Piso en calle Gran vía de la manga s/n";"Playa del Galán";1200;0;2;0;"Intermedios";3;100;"Segunda mano/buen estado";1;1;1;1;0;0;"playa del galan";NA;165616;8.69481209544971
"Alquiler de Piso en El Carmen";"el carmen";1000;1;2;0;"Intermedios";4;100;"Segunda mano/buen estado";1;1;0;0;1;1;"el carmen";NA;196825;6.09678648545662
"Alquiler de Piso en ronda Norte, 16";"Santa María de Gracia";1100;1;2;0;"Primero";4;120;"Segunda mano/buen estado";0;0;1;0;0;0;"santa maria de gracia";NA;167314;7.88935773455897
"Alquiler de Piso en calle Arquitecto Emilio Perez Piñero, 9";"Vista Alegre";700;0;1;0;"Bajo";2;50;"Segunda mano/buen estado";1;0;0;0;0;1;"vista alegre";NA;73110;11.4895363151416
"Alquiler de Piso en calle Mariano Ruiz Funes";"Vista Alegre";790;0;1;0;"Bajo";1;40;"Segunda mano/buen estado";0;0;0;0;1;1;"vista alegre";NA;56616;16.7443832132259
"Alquiler de Piso en La Fama";"la fama";1000;1;2;0;"Ultimos_pisos";4;165;"Segunda mano/buen estado";0;1;0;1;1;1;"la fama";NA;254068;4.72314498480722
"Alquiler de Ático en calle Agustin Virgili, 41";"Corvera";500;1;1;0;"Intermedios";2;70;"Segunda mano/buen estado";1;1;0;0;0;0;"corvera";NA;99734;6.01600256682776
"Alquiler de Piso en San Andrés-San Antolín";"san andrés-san antolín";1000;1;2;0;"Intermedios";4;130;"Segunda mano/buen estado";0;0;1;0;0;1;"san andres-san antolin";NA;171224;7.00836331355417
"Alquiler de Piso en calle san Lorenzo";"San Lorenzo";800;1;1;1;"Intermedios";1;65;"Segunda mano/buen estado";1;0;0;0;1;1;"san lorenzo";NA;102505;9.36539680991171
"Alquiler de Piso en plaza Brigada Paracaidista";"Juan Carlos I";975;1;2;0;"Intermedios";3;130;"Segunda mano/buen estado";1;1;1;1;1;1;"juan carlos i";NA;205431;5.69534296187041
"Alquiler de Piso en Zona Entremares";"del";1000;0;1;0;"Intermedios";3;71;"Segunda mano/buen estado";0;1;1;0;1;0;"zona entremares";NA;102389;11.7200089853402
