"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"rent_price";"gross_profitability"
"Piso en venta en Alcantarilla";"alcantarilla";75000;1;1;1;"Primero";1;56;"Segunda mano/buen estado";1;1;0;1;1;1;"alcantarilla";"Alcantarilla";586;9.376
"Piso en venta en Alcantarilla";"alcantarilla";120500;1;2;1;"Primero";3;96;"Segunda mano/buen estado";1;1;0;1;1;1;"alcantarilla";"Alcantarilla";807;8.03651452282158
"Piso en venta en Alcantarilla";"alcantarilla";210000;1;2;1;"Intermedios";3;120;"Segunda mano/buen estado";1;1;0;1;1;0;"alcantarilla";"Alcantarilla";865;4.94285714285714
"Piso en venta en calle Poeta Federico García Lorca, 3 -1";"Alcantarilla";87000;0;2;0;"Primero";3;98;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";853;11.7655172413793
"Casa o chalet independiente en venta en Alcantarilla";"alcantarilla";145000;0;2;1;"Primero";4;134;"Segunda mano/buen estado";1;1;1;1;1;1;"alcantarilla";"Alcantarilla";934;7.72965517241379
"Chalet adosado en venta en Alcantarilla";"alcantarilla";135000;0;1;0;"Muchas_plantas";4;190;"Segunda mano/para reformar";0;0;1;0;0;0;"alcantarilla";"Alcantarilla";964;8.56888888888889
"Piso en venta en calle del Alcalde Francisco Hernández Aráez, 2";"Alcantarilla";100000;1;2;1;"Intermedios";3;100;"Segunda mano/buen estado";1;0;1;1;1;1;"alcantarilla";"Alcantarilla";859;10.308
"Piso en venta en calle Alcalde Pedro Cascales Vivancos";"Alcantarilla";102000;0;1;0;"Primero";3;134;"Segunda mano/para reformar";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";765;9
"Piso en venta en calle Cádiz, 1";"Alcantarilla";117999;1;2;1;"Intermedios";3;98;"Segunda mano/buen estado";0;0;1;1;1;1;"alcantarilla";"Alcantarilla";844;8.5831235857931
"Casa o chalet en venta en calle la Luz";"Alcantarilla";36000;0;1;0;"Muchas_plantas";2;49;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";725;24.1666666666667
"Piso en venta en Alcantarilla";"alcantarilla";130000;1;2;1;"Intermedios";3;102;"Segunda mano/buen estado";1;1;0;1;0;1;"alcantarilla";"Alcantarilla";806;7.44
"Piso en venta en calle Ilusión, 6";"Alcantarilla";94000;1;2;1;"Intermedios";3;116;"Segunda mano/buen estado";1;0;0;1;1;1;"alcantarilla";"Alcantarilla";847;10.8127659574468
"Ático en venta en calle Ilusión";"Alcantarilla";69000;1;1;1;"Ultimos_pisos";2;80;"Segunda mano/buen estado";1;0;1;1;1;1;"alcantarilla";"Alcantarilla";752;13.0782608695652
"Piso en venta en plaza Campoamor, 2";"Alcantarilla";107000;1;2;1;"Ultimos_pisos";4;120;"Segunda mano/buen estado";1;0;0;1;1;1;"alcantarilla";"Alcantarilla";943;10.5757009345794
"Piso en venta en plaza Bohemia";"Alcantarilla";169000;1;2;1;"Intermedios";4;120;"Segunda mano/buen estado";1;0;1;1;1;1;"alcantarilla";"Alcantarilla";936;6.64615384615385
"Piso en venta en calle Mayor, 241";"Alcantarilla";140000;1;2;1;"Ultimos_pisos";2;120;"Segunda mano/buen estado";0;0;1;0;0;1;"alcantarilla";"Alcantarilla";838;7.18285714285714
"Piso en venta en Alcantarilla";"alcantarilla";215000;1;2;0;"Primero";3;150;"Segunda mano/buen estado";1;1;0;1;1;1;"alcantarilla";"Alcantarilla";913;5.09581395348837
"Piso en venta en camino de la Piedra, 11";"Alcantarilla";129900;1;2;1;"Intermedios";4;115;"Segunda mano/buen estado";0;0;1;1;0;1;"alcantarilla";"Alcantarilla";902;8.33256351039261
"Casa o chalet independiente en venta en calle Santo Domingo, 4";"Alcantarilla";170000;0;2;1;"Muchas_plantas";3;132;"Segunda mano/buen estado";1;1;0;1;0;1;"alcantarilla";"Alcantarilla";881;6.21882352941176
"Dúplex en venta en calle Tropel, 30";"Alcantarilla";150000;0;2;1;"Bajo";4;170;"Segunda mano/buen estado";0;1;0;0;0;1;"alcantarilla";"Alcantarilla";923;7.384
"Piso en venta en plaza de las Flores";"Alcantarilla";94500;0;2;1;"Primero";3;120;"Segunda mano/para reformar";0;0;0;1;0;0;"alcantarilla";"Alcantarilla";771;9.79047619047619
"Chalet adosado en venta en Alcantarilla";"alcantarilla";169000;0;3;1;"Muchas_plantas";4;271;"Segunda mano/buen estado";1;1;0;1;1;1;"alcantarilla";"Alcantarilla";1179;8.37159763313609
"Chalet adosado en venta en Alcantarilla";"alcantarilla";89000;0;2;1;"Muchas_plantas";4;166;"Segunda mano/buen estado";0;1;0;0;0;0;"alcantarilla";"Alcantarilla";984;13.2674157303371
"Piso en venta en calle José Caride";"Alcantarilla";93000;1;1;1;"Primero";2;75;"Segunda mano/buen estado";0;0;1;1;0;1;"alcantarilla";"Alcantarilla";672;8.67096774193548
"Chalet adosado en venta en Alcantarilla";"alcantarilla";70000;0;2;0;"Muchas_plantas";4;130;"Segunda mano/para reformar";1;1;0;0;0;0;"alcantarilla";"Alcantarilla";935;16.0285714285714
"Chalet adosado en venta en Alcantarilla";"alcantarilla";100000;0;1;1;"Primero";3;175;"Segunda mano/para reformar";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";769;9.228
"Casa o chalet independiente en venta en Alcantarilla";"alcantarilla";105000;0;1;0;"Primero";3;226;"Segunda mano/para reformar";0;1;0;1;1;0;"alcantarilla";"Alcantarilla";878;10.0342857142857
"Piso en venta en calle Carmen s/n";"Alcantarilla";90000;1;2;0;"Intermedios";3;102;"Segunda mano/buen estado";1;0;1;0;0;0;"alcantarilla";"Alcantarilla";912;12.16
"Piso en venta en Alcantarilla";"alcantarilla";126500;1;2;1;"Intermedios";3;127;"Segunda mano/para reformar";1;0;1;1;1;1;"alcantarilla";"Alcantarilla";827;7.84505928853755
"Casa o chalet en venta en calle San Antonio";"Alcantarilla";85000;0;2;0;"Muchas_plantas";4;98;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";957;13.5105882352941
"Piso en venta en Alcantarilla";"alcantarilla";169000;1;2;1;"Primero";3;138;"Segunda mano/buen estado";1;1;0;1;0;1;"alcantarilla";"Alcantarilla";840;5.96449704142012
"Piso en venta en calle Cádiz, 1";"Alcantarilla";110000;1;2;1;"Primero";3;91;"Segunda mano/buen estado";0;1;0;1;0;1;"alcantarilla";"Alcantarilla";772;8.42181818181818
"Casa o chalet independiente en venta en Alcantarilla";"alcantarilla";308900;0;6;1;"Muchas_plantas";5;214;"Segunda mano/buen estado";1;0;0;1;1;1;"alcantarilla";"Alcantarilla";1377;5.34930398187116
"Piso en venta en calle Covadonga";"Alcantarilla";46000;0;1;0;"Intermedios";3;97;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";794;20.7130434782609
"Piso en venta en avenida Reyes Católicos";"Alcantarilla";46000;0;1;0;"Intermedios";3;77;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";770;20.0869565217391
"Piso en venta en calle Calera";"Alcantarilla";52000;0;1;0;"Intermedios";3;106;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";804;18.5538461538462
"Piso en venta en avenida Martínez Campos";"Alcantarilla";58000;0;1;0;"Intermedios";3;119;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";819;16.9448275862069
"Piso en venta en calle Maestro Dionisio López";"Alcantarilla";46735;0;2;0;"Otro";3;108;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";896;23.006312185728
"Piso en venta en calle San Fernando";"Alcantarilla";40300;0;1;0;"Otro";2;67;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";727;21.6476426799007
"Casa o chalet independiente en venta en Alcantarilla";"alcantarilla";225000;0;4;1;"Muchas_plantas";4;258;"Segunda mano/buen estado";0;0;0;1;1;0;"alcantarilla";"Alcantarilla";1249;6.66133333333333
"Piso en venta en Alcantarilla";"alcantarilla";132000;0;2;1;"Primero";4;156;"Segunda mano/para reformar";1;1;1;1;1;1;"alcantarilla";"Alcantarilla";896;8.14545454545455
"Dúplex en venta en Alcantarilla";"alcantarilla";160000;0;2;1;"Bajo";4;235;"Segunda mano/buen estado";1;1;1;1;1;0;"alcantarilla";"Alcantarilla";1078;8.085
"Piso en venta en calle Escritor Salvador de Madariaga";"Alcantarilla";40000;0;1;0;"Intermedios";3;84;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";779;23.37
"Piso en venta en calle Lope de Vega";"Alcantarilla";80000;0;2;0;"Intermedios";4;120;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";941;14.115
"Piso en venta en plaza Vistabella";"Alcantarilla";99900;1;2;1;"Intermedios";4;95;"Segunda mano/buen estado";1;0;1;1;1;1;"alcantarilla";"Alcantarilla";907;10.8948948948949
"Piso en venta en calle Val";"Alcantarilla";99000;1;1;0;"Ultimos_pisos";3;67;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";798;9.67272727272727
"Piso en venta en calle de Sierra Espuña";"Alcantarilla";62000;0;1;0;"Intermedios";2;149;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";800;15.4838709677419
"Piso en venta en camino de los Romanos";"Alcantarilla";64000;0;1;0;"Intermedios";3;98;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";795;14.90625
"Piso en venta en calle Rosario";"Alcantarilla";38000;0;1;0;"Intermedios";2;85;"Segunda mano/buen estado";0;1;1;0;1;1;"alcantarilla";"Alcantarilla";743;23.4631578947368
"Piso en venta en calle Argentina, 80";"Alcantarilla";73000;0;1;0;"Primero";2;91;"Segunda mano/buen estado";0;0;1;0;0;0;"alcantarilla";"Alcantarilla";755;12.4109589041096
"Piso en venta en Alcantarilla";"alcantarilla";129000;1;2;1;"Bajo";3;125;"Segunda mano/buen estado";1;1;0;1;1;1;"alcantarilla";"Alcantarilla";846;7.86976744186046
"Piso en venta en calle Alfonso X el Sabio";"Alcantarilla";49000;0;1;0;"Intermedios";3;87;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";782;19.1510204081633
"Piso en venta en Alcantarilla";"alcantarilla";124000;1;1;0;"Primero";2;85;"Segunda mano/buen estado";0;1;1;1;1;1;"alcantarilla";"Alcantarilla";735;7.11290322580645
"Piso en venta en Alcantarilla";"alcantarilla";57900;0;2;0;"Primero";3;119;"Segunda mano/buen estado";0;1;0;0;1;0;"alcantarilla";"Alcantarilla";885;18.3419689119171
"Piso en venta en calle Mayor";"Alcantarilla";42000;0;1;0;"Primero";3;93;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";780;22.2857142857143
"Piso en venta en calle Alfonso X el Sabio";"Alcantarilla";50000;0;2;0;"Primero";3;73;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";824;19.776
"Ático en venta en Alcantarilla";"alcantarilla";155000;1;2;1;"Intermedios";3;115;"Segunda mano/buen estado";1;1;0;1;0;1;"alcantarilla";"Alcantarilla";821;6.35612903225806
"Chalet pareado en venta en calle Buenos Aires";"Alcantarilla";47000;0;2;0;"Muchas_plantas";3;89;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";893;22.8
"Piso en venta en carretera Casas del Mar, 29690 Casares, Málaga, 4";"Alcantarilla";340000;1;2;1;"Intermedios";2;110;"Segunda mano/buen estado";1;1;0;1;1;1;"alcantarilla";"Alcantarilla";778;2.74588235294118
"Chalet adosado en venta en Alcantarilla";"alcantarilla";159900;0;3;0;"Primero";3;130;"Segunda mano/buen estado";0;1;1;1;1;1;"alcantarilla";"Alcantarilla";973;7.30206378986867
"Chalet adosado en venta en Alcantarilla";"alcantarilla";95000;0;2;1;"Muchas_plantas";5;150;"Segunda mano/para reformar";1;1;0;0;0;0;"alcantarilla";"Alcantarilla";968;12.2273684210526
"Piso en venta en calle Val";"Alcantarilla";99000;1;1;0;"Ultimos_pisos";3;67;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";798;9.67272727272727
"Piso en venta en calle Miguel Ballesta";"Alcantarilla";62000;0;2;0;"Intermedios";3;145;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";917;17.7483870967742
"Chalet adosado en venta en calle Méjico";"Alcantarilla";90000;0;1;0;"Primero";2;80;"Segunda mano/buen estado";1;0;0;0;0;0;"alcantarilla";"Alcantarilla";724;9.65333333333333
"Casa o chalet independiente en venta en carretera Nacional N-340";"Alcantarilla";115000;0;2;0;"Muchas_plantas";4;291;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";1182;12.3339130434783
"Chalet adosado en venta en Alcantarilla";"alcantarilla";210000;0;2;1;"Muchas_plantas";4;210;"Segunda mano/buen estado";1;1;0;1;0;1;"alcantarilla";"Alcantarilla";1025;5.85714285714286
"Piso en venta en Alcantarilla";"alcantarilla";138000;1;2;0;"Intermedios";3;95;"Segunda mano/buen estado";1;0;1;1;0;1;"alcantarilla";"Alcantarilla";881;7.66086956521739
"Chalet adosado en venta en Alcantarilla";"alcantarilla";72000;0;1;1;"Primero";3;110;"Segunda mano/para reformar";0;1;0;0;0;0;"alcantarilla";"Alcantarilla";685;11.4166666666667
"Casa o chalet independiente en venta en Alcantarilla";"alcantarilla";149000;0;3;0;"Primero";3;120;"Segunda mano/buen estado";1;1;1;1;1;1;"alcantarilla";"Alcantarilla";974;7.84429530201342
"Piso en venta en calle Alfonso X el Sabio";"Alcantarilla";46000;0;1;0;"Primero";3;80;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";765;19.9565217391304
"Piso en venta en calle Goya";"Alcantarilla";54000;0;1;0;"Intermedios";3;99;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";796;17.6888888888889
"Piso en venta en Alcantarilla";"alcantarilla";124000;1;2;0;"Bajo";3;90;"Segunda mano/buen estado";1;0;1;1;1;1;"alcantarilla";"Alcantarilla";888;8.59354838709677
"Casa o chalet independiente en venta en calle Progreso";"Alcantarilla";175000;0;2;1;"Muchas_plantas";4;161;"Segunda mano/buen estado";1;1;1;1;1;1;"alcantarilla";"Alcantarilla";1015;6.96
"Chalet pareado en venta en calle Val";"Alcantarilla";54000;0;2;0;"Muchas_plantas";3;103;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";909;20.2
"Piso en venta en calle Ilusión";"Alcantarilla";61000;0;1;1;"Ultimos_pisos";2;81;"Segunda mano/buen estado";0;0;0;1;0;0;"alcantarilla";"Alcantarilla";713;14.0262295081967
"Piso en venta en avenida Martínez Campos";"Alcantarilla";117500;1;3;0;"Otro";3;103;"Segunda mano/buen estado";1;1;1;1;1;1;"alcantarilla";"Alcantarilla";987;10.08
"Dúplex en venta en calle Progreso";"Alcantarilla";175000;0;2;1;"Bajo";4;161;"Segunda mano/buen estado";1;1;1;1;1;1;"alcantarilla";"Alcantarilla";970;6.65142857142857
"Piso en venta en calle Ilusión";"Alcantarilla";51600;1;1;0;"Intermedios";2;80;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";722;16.7906976744186
"Casa o chalet en venta en calle San Juan";"Alcantarilla";58500;0;1;0;"Muchas_plantas";2;99;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";783;16.0615384615385
"Piso en venta en avenida del Príncipe, 39";"Alcantarilla";50000;1;1;0;"Primero";3;90;"Segunda mano/para reformar";0;0;1;0;1;0;"alcantarilla";"Alcantarilla";762;18.288
"Piso en venta en calle Mayor";"Alcantarilla";33000;0;1;0;"Intermedios";2;75;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";714;25.9636363636364
"Piso en venta en Alcantarilla";"alcantarilla";102900;1;2;1;"Primero";2;71;"Segunda mano/buen estado";1;0;0;1;1;1;"alcantarilla";"Alcantarilla";733;8.54810495626822
"Piso en venta en Alcantarilla";"alcantarilla";75000;1;1;1;"Primero";1;45;"Segunda mano/buen estado";1;1;0;1;1;0;"alcantarilla";"Alcantarilla";595;9.52
"Casa de pueblo en venta en Alcantarilla";"alcantarilla";62000;0;1;1;"Primero";3;140;"Segunda mano/para reformar";0;0;0;1;0;0;"alcantarilla";"Alcantarilla";727;14.0709677419355
"Piso en venta en calle Actor Paco Rabal, 2";"Alcantarilla";155000;1;1;1;"Intermedios";3;90;"Segunda mano/buen estado";1;1;0;1;0;1;"alcantarilla";"Alcantarilla";725;5.61290322580645
"Chalet adosado en venta en Alcantarilla";"alcantarilla";140000;0;2;1;"Muchas_plantas";4;290;"Segunda mano/buen estado";1;1;1;1;1;0;"alcantarilla";"Alcantarilla";1186;10.1657142857143
"Piso en venta en calle Museo de la Huerta, 23";"Alcantarilla";100000;1;2;1;"Otro";3;110;"Segunda mano/buen estado";1;0;0;1;1;1;"alcantarilla";"Alcantarilla";863;10.356
"Piso en venta en avenida Príncipe, 30";"Alcantarilla";80000;0;1;0;"Bajo";3;100;"Segunda mano/buen estado";0;1;0;0;1;1;"alcantarilla";"Alcantarilla";780;11.7
"Piso en venta en calle Estación de Lorca, 3";"Alcantarilla";185000;1;1;1;"Intermedios";2;85;"Segunda mano/buen estado";1;1;1;1;0;0;"alcantarilla";"Alcantarilla";718;4.6572972972973
"Piso en venta en Alcantarilla";"alcantarilla";140000;1;2;1;"Intermedios";4;119;"Segunda mano/buen estado";0;1;0;0;1;0;"alcantarilla";"Alcantarilla";906;7.76571428571429
"Piso en venta en Alcantarilla";"alcantarilla";138000;1;2;1;"Primero";4;140;"Segunda mano/buen estado";1;1;0;1;1;0;"alcantarilla";"Alcantarilla";933;8.11304347826087
"Piso en venta en plaza Bohemia, 100";"Alcantarilla";165000;1;2;1;"Intermedios";3;130;"Segunda mano/buen estado";1;0;1;1;1;1;"alcantarilla";"Alcantarilla";894;6.50181818181818
"Piso en venta en Alcantarilla";"alcantarilla";52900;0;2;0;"Intermedios";3;119;"Segunda mano/para reformar";0;0;1;0;1;0;"alcantarilla";"Alcantarilla";870;19.7353497164461
"Piso en venta en Alcantarilla";"alcantarilla";64900;0;1;1;"Bajo";2;147;"Segunda mano/buen estado";0;1;1;1;1;0;"alcantarilla";"Alcantarilla";788;14.5701078582434
"Chalet adosado en venta en Alcantarilla";"alcantarilla";85000;0;1;0;"Muchas_plantas";2;65;"Segunda mano/buen estado";1;0;0;0;1;1;"alcantarilla";"Alcantarilla";751;10.6023529411765
"Casa o chalet independiente en venta en calle las Losas, 12";"Alcantarilla";50000;0;1;0;"Muchas_plantas";1;87;"Segunda mano/para reformar";0;0;0;1;0;0;"alcantarilla";"Alcantarilla";651;15.624
"Piso en venta en Alcantarilla";"alcantarilla";49800;0;1;0;"Otro";3;120;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";843;20.3132530120482
"Piso en venta en Alcantarilla";"alcantarilla";148470;1;1;0;"Intermedios";1;63;"Segunda mano/buen estado";1;1;1;1;1;1;"alcantarilla";"Alcantarilla";677;5.47181248737119
"Piso en venta en calle Reina Victoria";"Alcantarilla";93500;1;2;1;"Primero";3;136;"Segunda mano/buen estado";1;0;0;1;1;0;"alcantarilla";"Alcantarilla";884;11.3454545454545
"Piso en venta en Alcantarilla";"alcantarilla";75000;0;2;0;"Bajo";4;90;"Segunda mano/buen estado";0;0;0;1;1;1;"alcantarilla";"Alcantarilla";897;14.352
"Piso en venta en calle de Ramón y Cajal, 61";"Alcantarilla";149000;1;2;1;"Intermedios";3;185;"Segunda mano/buen estado";1;0;0;1;1;1;"alcantarilla";"Alcantarilla";928;7.47382550335571
"Casa o chalet independiente en venta en Alcantarilla";"alcantarilla";60000;0;1;0;"Primero";4;155;"Segunda mano/para reformar";0;1;0;0;1;0;"alcantarilla";"Alcantarilla";851;17.02
"Casa o chalet independiente en venta en calle Club Jairis, 16";"Alcantarilla";225000;0;2;1;"Primero";3;114;"Segunda mano/buen estado";1;1;0;1;0;1;"alcantarilla";"Alcantarilla";810;4.32
"Piso en venta en calle Santiago, 1";"Alcantarilla";135000;1;2;1;"Intermedios";3;122;"Segunda mano/buen estado";1;0;0;1;0;1;"alcantarilla";"Alcantarilla";838;7.44888888888889
"Chalet adosado en venta en calle Isabel la Católica, 26";"Alcantarilla";148000;0;2;0;"Muchas_plantas";3;130;"Segunda mano/buen estado";1;1;1;0;0;0;"alcantarilla";"Alcantarilla";975;7.90540540540541
"Piso en venta en avenida de Murcia";"Alcantarilla";120500;1;2;1;"Primero";3;105;"Segunda mano/buen estado";1;0;1;1;1;1;"alcantarilla";"Alcantarilla";857;8.5344398340249
"Piso en venta en plaza de las flores, 11";"Alcantarilla";118000;1;2;1;"Otro";3;92;"Segunda mano/buen estado";1;1;1;1;1;1;"alcantarilla";"Alcantarilla";864;8.7864406779661
"Piso en venta en calle Administrador Manuel Marín";"Alcantarilla";49000;0;1;0;"Intermedios";3;100;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";797;19.5183673469388
"Casa o chalet independiente en venta en Alcantarilla";"alcantarilla";29000;0;1;0;"Primero";2;75;"Segunda mano/para reformar";0;0;0;0;1;0;"alcantarilla";"Alcantarilla";659;27.2689655172414
"Casa de pueblo en venta en Alcantarilla";"alcantarilla";95000;0;2;0;"Otro";4;210;"Segunda mano/para reformar";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";1005;12.6947368421053
"Piso en venta en calle Miguel Ballesta, 9";"Alcantarilla";59000;0;1;0;"Intermedios";2;69;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";707;14.3796610169492
"Piso en venta en calle Santa María de la Cabeza";"Alcantarilla";55000;0;1;0;"Primero";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";777;16.9527272727273
"Piso en venta en calle Santa María de la Cabeza";"Alcantarilla";55000;0;1;0;"Primero";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";777;16.9527272727273
"Piso en venta en calle Administrador Manuel Marín";"Alcantarilla";45000;0;1;0;"Intermedios";3;105;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";803;21.4133333333333
"Piso en venta en Alcantarilla";"alcantarilla";55250;0;1;0;"Bajo";3;95;"Segunda mano/buen estado";0;0;1;0;1;0;"alcantarilla";"Alcantarilla";835;18.1357466063348
"Piso en venta en Alcantarilla";"alcantarilla";55900;1;1;0;"Intermedios";3;80;"Segunda mano/buen estado";0;0;0;0;1;0;"alcantarilla";"Alcantarilla";792;17.0017889087657
"Piso en venta en calle Cristóbal Colón, 71";"Alcantarilla";90000;1;2;1;"Bajo";2;95;"Segunda mano/buen estado";1;0;0;1;1;1;"alcantarilla";"Alcantarilla";766;10.2133333333333
